,title,content
,Do I have to maintain a minimum balance of e₹ (Digital rupee) in my wallet?,"No. “Digital Rupee” or “e₹” is a legal tender, similar to sovereign paper currency, therefore, this is not applicable."
,Will I be paid interest on my e₹ wallet?,"No, as it is Digital form of currency note, there is no interest paid on digital currency in your e₹ wallet."
,Are there any charges/fees on using e₹,No. There are no charges/fees associated with e₹ or e₹ wallets.
,Can I use e₹ via ATM cards or Online Banking?,"No. e₹ cannot be directly used via ATM cards or online banking. e₹ can be used to make payments to merchants and individuals, who are also included in the group, by using your e₹ wallet."
,Can I transfer e₹ directly to someone else’s bank account or UPI VPA?,"No. e₹ can only be transferred to e₹ (Digital Rupee) wallet. However, you can redeem e₹ from the e₹ wallet to your linked bank account."
,Will my transaction show “Pending” as it sometimes shows in UPI?,You may have to wait till your transaction get either successful or fail.
,"Will I receive SMS from bank after each transaction, as I used to get in UPI transactions?","Yes, you will receive an SMS for every financial transaction involving e₹."
,Can I use this for investment? Will the value of e₹ appreciate/grow?,No. The value of e₹ is equivalent a physical currency. There is no interest paid on e₹.
,Can I save my taxes by investing in these tokens?,"No. “Digital Rupee” or “e₹” is a legal tender, similar to sovereign paper currency, therefore, this is not applicable."
,What if I lose/change my phone?,You can recover your wallet by using the same phone number/sim on e₹ (Digital rupee) wallet.
,What if user enter wrong Wallet PIN during a transaction?,"In case you input the wrong PIN more than 3 times as day, then the transaction on e₹ app will be temporarily blocked. Customer need to reset the Wallet PIN or wait for 24 hours to unlock."
,How to reset Wallet PIN if customer has forgotten it?,"Click on settings in the e₹ app
Go to PIN settings
Click on Forgot PIN
Enter last 6 digits of Bank of Baroda debit card and the expiry date"
,I am getting some technical issues related to e₹ (Digital rupee) App?,You can contact Customer Care at 18002584455.
,Whom can I reach out for support or raise disputes?,You can raise disputes via e₹ wallet or you can reach out to our customer care for further enquiries. You can contact Customer Care at 18002584455.
,"While loading e₹ wallet, what if account debited but wallet not credited with e₹ (Digital rupee)?","In such cases, money will be refunded back to your account. Sometimes this takes longer than intended. If you do not receive the refund within 48 hours( during pilot phase), please raise a dispute on the e₹ app or contact Customer Care. You can contact Bank of Baroda customer Care at 18002584455"
,Does the transfer of tokens happen only during banking hours?,All transactions are instant and are available 24/7.
,How to de-register/delete CBDC wallet?,"To de-register the e₹ wallet, first redeem the Digital Rupee to your linked bank account.
Click on Profile icon on top left corner of the home screen.
Select De-register option in the menu
Prompt will be shown about wallet being deleted, click on continue.
Authenticate with your wallet PIN and wallet will be de-registered."
,What is e-Mandate facility?,"An e-Mandate is a set of authorizations that a customer provides to their bank electronically to automatically debit prescribed amounts on a defined periodic basis for payments to a set of recipients. The period of recurring transactions can be set by the customer himself on the merchant page.
e-Mandate is therefore a digital payment service that was initiated by the RBI and the National Payments Corporation of India (NPCI) / Visa / MasterCard to enable business to collect recurring payments without any human intervention."
,How to register on any Merchant for e-Mandate facility?,"The merchants have on-boarded themselves for providing the e-Mandate facility. The customers can register e-mandate facility on such merchants to make payments for recurring transactions. Few examples are LIC premium, electricity bill, gas bill, Netflix subscription, Amazon Prime Subscription etc.
Steps that are involved:
	Go to Merchant Page.
	Enter the details of mandate** and card that are required on the merchant page.
	Enter OTP which will be sent to the customer’s registered mobile number.
	The notification/SMS will be sent to the customer’s registered mobile number upon successful registration.
**details of e-Mandate such as start date, end date, amount, amount type, frequency etc."
,What are the different types of e-mandate?,"Fixed e-mandate: The bill value received from merchant will always be a fixed value (eg. in case of Rs. 599 plan opted by cardholder at an OTT merchant)
	Variable e-mandate: The bill value will vary in every recurring transaction (eg. electricity bill)"
,List of merchants on which e-mandate on recurring payments facility can be availed as per RBI guidelines through Bank of Baroda Debit Cards?,"Bank of Baroda has introduced the facility of e-mandate on recurring payments as per RBI guidelines. The onboarding of merchant for providing eMandate facility is an ongoing process and currently, confirmed list is not available. However, request cardholders to check on merchant page, if the they are accepting e-mandate facility."
,How to view/modify/cancel the mandate details for a particular card?,"Yes, the cardholder can check the details on the respective merchant page for view/modify/cancel any e-mandates. Further, VISA/MasterCard debit card holders can log in to issuer channel provided through bob world App on app login page under “More” or may visit Bank’s website.
Download bob world App >> More >> Debit Card e mandate >> Enter Card Number >> Enter OTP >> View/modify/cancel mandate.
Please note, any modification or cancellation of e mandate of a card will be validated by AFA (OTP) which will be sent to the customer’s registered mobile number."
,What are the details of the e-Mandate that can be modified?,"Below are the details than can be modified once the registration of an e-Mandate is successful through VISA/MasterCard Debit Card Variants:
	Amount
End date"
,How customer will be informed that their recurring payment of a mandate is due?,"A pre debit notification will be sent to the customer’s registered mobile number before 24 hours where in all the details related to e-mandate will be mentioned.
Any recurring transaction of amount greater than ₹ 15,000/- or maximum limit set by the debit card holder within the RBI prescribed limit of ₹ 15,000/- will require AFA (OTP) each time the amount is due. The pre-debit notification will have a link for the customer to authenticate the transaction with additional factor authentication (AFA), which is nothing but an OTP. Without this authentication, the transaction will not be processed.
Customer can log in to issuer channel provided through bob world App on app login page under “More” to approve the recurring transaction debit above ₹ 15,000/-.
>Download bob world App >> More >> Debit Card e mandate.
>Bob World Internet default and login page.
In case no approval is provided by the cardholder, the transaction will get declined on due date."
